var_names,OlinkID,Assay,UniProt,Panel,Panel_Version,Protein target,Short name,gene_name
OID21449,OID21449,CD5,P06127,ONCOLOGY,1,T-cell surface glycoprotein CD5 ,CD5,CD5
OID21198,OID21198,BGN,P21810,ONCOLOGY,1,Biglycan ,BGN,BGN
OID21513,OID21513,MSRA,Q9UJ68,ONCOLOGY,1,Mitochondrial peptide methionine sulfoxide reductase ,MSRA,MSRA
OID21428,OID21428,DAB2,P98082,ONCOLOGY,1,Disabled homolog 2 ,DAB2,DAB2
OID21435,OID21435,CPVL,Q9H3G5,ONCOLOGY,1,Probable serine carboxypeptidase CPVL ,CPVL,CPVL
OID21529,OID21529,FOLR1,P15328,ONCOLOGY,1,Folate receptor alpha ,FOLR1,FOLR1
OID21527,OID21527,CD27,P26842,ONCOLOGY,1,CD27 antigen ,CD27,CD27
OID21446,OID21446,TNFRSF19,Q9NS68,ONCOLOGY,1,Tumor necrosis factor receptor superfamily member 19 ,TNFRSF19,TNFRSF19
OID21360,OID21360,OGFR,Q9NZT2,ONCOLOGY,1,Opioid growth factor receptor ,OGFR,OGFR
OID21453,OID21453,SORD,Q00796,ONCOLOGY,1,Sorbitol dehydrogenase ,SORD,SORD
OID21418,OID21418,CD300E,Q496F6,ONCOLOGY,1,CMRF35-like molecule 2 ,CD300E,CD300E
OID21258,OID21258,PLXDC1,Q8IUK5,ONCOLOGY,1,Plexin domain-containing protein 1 ,PLXDC1,PLXDC1
OID21191,OID21191,LTBP3,Q9NS15,ONCOLOGY,1,Latent-transforming growth factor beta-binding protein 3 ,LTBP3,LTBP3
OID21308,OID21308,NUDT2,P50583,ONCOLOGY,1,Diadenosine tetraphosphatase,NUDT2,NUDT2
OID21262,OID21262,SORCS2,Q96PQ0,ONCOLOGY,1,VPS10 domain-containing receptor SorCS2 [Cleaved into: SorCS2 122 kDa chain; SorCS2 104 kDa chain; SorCS2 18 kDa chain],SORCS2,SORCS2
OID21317,OID21317,CNPY4,Q8N129,ONCOLOGY,1,Protein canopy homolog 4,CNPY4,CNPY4
OID21325,OID21325,DSG4,Q86SJ6,ONCOLOGY,1,Desmoglein-4 ,DSG4,DSG4
OID21457,OID21457,GFRA1,P56159,ONCOLOGY,1,GDNF family receptor alpha-1 ,GFRA1,GFRA1
OID21373,OID21373,DEFB4A_DEFB4B,O15263,ONCOLOGY,1,Beta-defensin 4A ,DEFB4A_DEFB4B,DEFB4B
OID21467,OID21467,ADM,P35318,ONCOLOGY,1,ADM,ADM,ADM
OID21438,OID21438,GPC1,P35052,ONCOLOGY,1,Glypican-1 [Cleaved into: Secreted glypican-1],GPC1,GPC1
OID21341,OID21341,ATP6V1D,Q9Y5K8,ONCOLOGY,1,V-type proton ATPase subunit D ,ATP6V1D,ATP6V1D
OID21468,OID21468,IDUA,P35475,ONCOLOGY,1,Alpha-L-iduronidase ,IDUA,IDUA
OID21342,OID21342,EPHA2,P29317,ONCOLOGY,1,Ephrin type-A receptor 2 ,EPHA2,EPHA2
OID21495,OID21495,TXNDC15,Q96J42,ONCOLOGY,1,Thioredoxin domain-containing protein 15,TXNDC15,TXNDC15
OID21477,OID21477,TJAP1,Q5JTD0,ONCOLOGY,1,Tight junction-associated protein 1 ,TJAP1,TJAP1
OID21394,OID21394,SIGLEC6,O43699,ONCOLOGY,1,Sialic acid-binding Ig-like lectin 6 ,SIGLEC6,SIGLEC6
OID21396,OID21396,PDCD1,Q15116,ONCOLOGY,1,Programmed cell death protein 1 ,PDCD1,PDCD1
OID21473,OID21473,PLA2G15,Q8NCC3,ONCOLOGY,1,Group XV phospholipase A2 ,PLA2G15,PLA2G15
OID21387,OID21387,CALCOCO1,Q9P1Z2,ONCOLOGY,1,Calcium-binding and coiled-coil domain-containing protein 1 ,CALCOCO1,CALCOCO1
OID21385,OID21385,HMBS,P08397,ONCOLOGY,1,Porphobilinogen deaminase ,HMBS,HMBS
OID21384,OID21384,MOG,Q16653,ONCOLOGY,1,Myelin-oligodendrocyte glycoprotein,MOG,MOG
OID21470,OID21470,CDC37,Q16543,ONCOLOGY,1,Hsp90 co-chaperone Cdc37 ,CDC37,CDC37
OID21246,OID21246,ATG4A,Q8WYN0,ONCOLOGY,1,Cysteine protease ATG4A ,ATG4A,ATG4A
OID21475,OID21475,PPP1R12A,O14974,ONCOLOGY,1,Protein phosphatase 1 regulatory subunit 12A ,PPP1R12A,PPP1R12A
OID21485,OID21485,FOLR3,P41439,ONCOLOGY,1,Folate receptor gamma ,FOLR3,FOLR3
OID21185,OID21185,KIR3DL1,P43629,ONCOLOGY,1,Killer cell immunoglobulin-like receptor 3DL1 ,KIR3DL1,KIR3DL1
OID21294,OID21294,ADGRG1,Q9Y653,ONCOLOGY,1,Adhesion G-protein coupled receptor G1 ,ADGRG1,ADGRG1
OID21279,OID21279,SEPTIN9,Q9UHD8,ONCOLOGY,1,Septin-9 ,SEPTIN9,SEPTIN9
OID21186,OID21186,MZT1,Q08AG7,ONCOLOGY,1,Mitotic-spindle organizing protein 1 ,MZT1,MZT1
OID21481,OID21481,C4BPB,P20851,ONCOLOGY,1,C4b-binding protein beta chain,C4BPB,C4BPB
OID21176,OID21176,PDP1,Q9P0J1,ONCOLOGY,1,Pyruvate dehydrogenase phosphatase catalytic subunit 1,PDP1,PDP1
OID21168,OID21168,GH2,P01242,ONCOLOGY,1,Growth hormone variant ,GH2,GH2
OID21354,OID21354,DPP6,P42658,ONCOLOGY,1,Dipeptidyl aminopeptidase-like protein 6 ,DPP6,DPP6
OID21381,OID21381,VMO1,Q7Z5L0,ONCOLOGY,1,Vitelline membrane outer layer protein 1 homolog,VMO1,VMO1
OID21343,OID21343,RTBDN,Q9BSG5,ONCOLOGY,1,Retbindin,RTBDN,RTBDN
OID21327,OID21327,IL12A_IL12B,P29459_P29460,ONCOLOGY,1,Interleukin-12,IL12A_IL12B,IL12A
OID21353,OID21353,SMAD5,Q99717,ONCOLOGY,1,Mothers against decapentaplegic homolog 5 ,SMAD5,SMAD5
OID21204,OID21204,MAVS,Q7Z434,ONCOLOGY,1,Mitochondrial antiviral-signaling protein ,MAVS,MAVS
OID21207,OID21207,FES,P07332,ONCOLOGY,1,Tyrosine-protein kinase Fes/Fps ,FES,FES
OID21187,OID21187,RRM2,P31350,ONCOLOGY,1,Ribonucleoside-diphosphate reductase subunit M2 ,RRM2,RRM2
OID21478,OID21478,FGFR2,P21802,ONCOLOGY,1,Fibroblast growth factor receptor 2 ,FGFR2,FGFR2
OID21182,OID21182,CAMKK1,Q8N5S9,ONCOLOGY,1,Calcium/calmodulin-dependent protein kinase kinase 1 ,CAMKK1,CAMKK1
OID21492,OID21492,MANSC1,Q9H8J5,ONCOLOGY,1,MANSC domain-containing protein 1 ,MANSC1,MANSC1
OID21213,OID21213,IKZF2,Q9UKS7,ONCOLOGY,1,Zinc finger protein Helios ,IKZF2,IKZF2
OID21397,OID21397,EPS8L2,Q9H6S3,ONCOLOGY,1,Epidermal growth factor receptor kinase substrate 8-like protein 2 ,EPS8L2,EPS8L2
OID21391,OID21391,KLK4,Q9Y5K2,ONCOLOGY,1,Kallikrein-4 ,KLK4,KLK4
OID21272,OID21272,FLT3,P36888,ONCOLOGY,1,Receptor-type tyrosine-protein kinase FLT3 ,FLT3,FLT3
OID21330,OID21330,GFRA2,O00451,ONCOLOGY,1,GDNF family receptor alpha-2 ,GFRA2,GFRA2
OID21263,OID21263,GCG,P01275,ONCOLOGY,1,Glucagon [Cleaved into: Glicentin; Glicentin-related polypeptide ,GCG,GCG
OID21181,OID21181,MAGED1,Q9Y5V3,ONCOLOGY,1,Melanoma-associated antigen D1 ,MAGED1,MAGED1
OID21282,OID21282,CDHR2,Q9BYE9,ONCOLOGY,1,Cadherin-related family member 2 ,CDHR2,CDHR2
OID21318,OID21318,CDNF,Q49AH0,ONCOLOGY,1,Cerebral dopamine neurotrophic factor ,CDNF,CDNF
OID21235,OID21235,NPTN,Q9Y639,ONCOLOGY,1,Neuroplastin ,NPTN,NPTN
OID21244,OID21244,AKR1B1,P15121,ONCOLOGY,1,Aldo-keto reductase family 1 member B1 ,AKR1B1,AKR1B1
OID21164,OID21164,VTCN1,Q7Z7D3,ONCOLOGY,1,V-set domain-containing T-cell activation inhibitor 1 ,VTCN1,VTCN1
OID21165,OID21165,SFTPA1,Q8IWL2,ONCOLOGY,1,Pulmonary surfactant-associated protein A1 ,SFTPA1,SFTPA1
OID21296,OID21296,KRT18,P05783,ONCOLOGY,1,"Keratin, type I cytoskeletal 18 ",KRT18,KRT18
OID21378,OID21378,MUC16,Q8WXI7,ONCOLOGY,1,Mucin-16 ,MUC16,MUC16
OID21383,OID21383,ALPP,P05187,ONCOLOGY,1,"Alkaline phosphatase, placental type ",ALPP,ALPP
OID21224,OID21224,NDUFS6,O75380,ONCOLOGY,1,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial ",NDUFS6,NDUFS6
OID21362,OID21362,OPTC,Q9UBM4,ONCOLOGY,1,Opticin ,OPTC,OPTC
OID21367,OID21367,USO1,O60763,ONCOLOGY,1,General vesicular transport factor p115 ,USO1,USO1
OID21349,OID21349,DTX3,Q8N9I9,ONCOLOGY,1,Probable E3 ubiquitin-protein ligase DTX3 ,DTX3,DTX3
OID21210,OID21210,LSM1,O15116,ONCOLOGY,1,U6 snRNA-associated Sm-like protein LSm1 ,LSM1,LSM1
OID21309,OID21309,GRPEL1,Q9HAV7,ONCOLOGY,1,"GrpE protein homolog 1, mitochondrial ",GRPEL1,GRPEL1
OID21472,OID21472,CD33,P20138,ONCOLOGY,1,Myeloid cell surface antigen CD33 ,CD33,CD33
OID21429,OID21429,LRIG1,Q96JA1,ONCOLOGY,1,Leucine-rich repeats and immunoglobulin-like domains protein 1 ,LRIG1,LRIG1
OID21479,OID21479,CPXM1,Q96SM3,ONCOLOGY,1,Probable carboxypeptidase X1 ,CPXM1,CPXM1
OID21491,OID21491,FLT4,P35916,ONCOLOGY,1,Vascular endothelial growth factor receptor 3 ,FLT4,FLT4
OID21320,OID21320,KIFBP,Q96EK5,ONCOLOGY,1,KIF-binding protein ,KIFBP,KIFBP
OID21433,OID21433,HBQ1,P09105,ONCOLOGY,1,Hemoglobin subunit theta-1 ,HBQ1,HBQ1
OID21231,OID21231,GNE,Q9Y223,ONCOLOGY,1,Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase ,GNE,GNE
OID21172,OID21172,PQBP1,O60828,ONCOLOGY,1,Polyglutamine-binding protein 1 ,PQBP1,PQBP1
OID21289,OID21289,SEZ6L2,Q6UXD5,ONCOLOGY,1,Seizure 6-like protein 2,SEZ6L2,SEZ6L2
OID21283,OID21283,POLR2F,P61218,ONCOLOGY,1,"DNA-directed RNA polymerases I, II, and III subunit RPABC2 ",POLR2F,POLR2F
OID21161,OID21161,SCP2,P22307,ONCOLOGY,1,Non-specific lipid-transfer protein ,SCP2,SCP2
OID21287,OID21287,AIFM1,O95831,ONCOLOGY,1,"Apoptosis-inducing factor 1, mitochondrial ",AIFM1,AIFM1
OID21439,OID21439,MMP12,P39900,ONCOLOGY,1,Macrophage metalloelastase ,MMP12,MMP12
OID21458,OID21458,NCS1,P62166,ONCOLOGY,1,Neuronal calcium sensor 1 ,NCS1,NCS1
OID21201,OID21201,KLK12,Q9UKR0,ONCOLOGY,1,Kallikrein-12 ,KLK12,KLK12
OID21199,OID21199,BTC,P35070,ONCOLOGY,1,Probetacellulin [Cleaved into: Betacellulin ,BTC,BTC
OID21260,OID21260,ENTPD2,Q9Y5L3,ONCOLOGY,1,Ectonucleoside triphosphate diphosphohydrolase 2 ,ENTPD2,ENTPD2
OID21162,OID21162,ANKRD54,Q6NXT1,ONCOLOGY,1,Ankyrin repeat domain-containing protein 54 ,ANKRD54,ANKRD54
OID21234,OID21234,AIF1,P55008,ONCOLOGY,1,Allograft inflammatory factor 1 ,AIF1,AIF1
OID21424,OID21424,RTN4R,Q9BZR6,ONCOLOGY,1,Reticulon-4 receptor ,RTN4R,RTN4R
OID21417,OID21417,CA9,Q16790,ONCOLOGY,1,Carbonic anhydrase 9 ,CA9,CA9
OID21208,OID21208,NTF4,P34130,ONCOLOGY,1,Neurotrophin-4 ,NTF4,NTF4
OID21227,OID21227,NAMPT,P43490,ONCOLOGY,1,Nicotinamide phosphoribosyltransferase ,NAMPT,NAMPT
OID21430,OID21430,CXCL8,P10145,ONCOLOGY,1,Interleukin-8 ,CXCL8,CXCL8
OID21245,OID21245,CEACAM3,P40198,ONCOLOGY,1,Carcinoembryonic antigen-related cell adhesion molecule 3 ,CEACAM3,CEACAM3
OID21274,OID21274,IGF1R,P08069,ONCOLOGY,1,Insulin-like growth factor 1 receptor ,IGF1R,IGF1R
OID21306,OID21306,CALB1,P05937,ONCOLOGY,1,Calbindin ,CALB1,CALB1
OID21363,OID21363,DNAJB1,P25685,ONCOLOGY,1,DnaJ homolog subfamily B member 1 ,DNAJB1,DNAJB1
OID21412,OID21412,ANGPTL7,O43827,ONCOLOGY,1,Angiopoietin-related protein 7 ,ANGPTL7,ANGPTL7
OID21280,OID21280,ABL1,P00519,ONCOLOGY,1,Tyrosine-protein kinase ABL1 ,ABL1,ABL1
OID21395,OID21395,HAO1,Q9UJM8,ONCOLOGY,1,Hydroxyacid oxidase 1 ,HAO1,HAO1
OID21423,OID21423,GALNT2,Q10471,ONCOLOGY,1,Polypeptide N-acetylgalactosaminyltransferase 2 ,GALNT2,GALNT2
OID21266,OID21266,HPGDS,O60760,ONCOLOGY,1,Hematopoietic prostaglandin D synthase ,HPGDS,HPGDS
OID21238,OID21238,CDC27,P30260,ONCOLOGY,1,Cell division cycle protein 27 homolog ,CDC27,CDC27
OID21356,OID21356,PFKFB2,O60825,ONCOLOGY,1,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2 ",PFKFB2,PFKFB2
OID21248,OID21248,LHB,P01229,ONCOLOGY,1,Lutropin subunit beta ,LHB,LHB
OID21520,OID21520,ERBB2,P04626,ONCOLOGY,1,Receptor tyrosine-protein kinase erbB-2 ,ERBB2,ERBB2
OID21304,OID21304,PSMD9,O00233,ONCOLOGY,1,26S proteasome non-ATPase regulatory subunit 9 ,PSMD9,PSMD9
OID21333,OID21333,LRRC25,Q8N386,ONCOLOGY,1,Leucine-rich repeat-containing protein 25 ,LRRC25,LRRC25
OID21357,OID21357,AREG,P15514,ONCOLOGY,1,Amphiregulin ,AREG,AREG
OID21511,OID21511,SPARC,P09486,ONCOLOGY,1,SPARC ,SPARC,SPARC
OID21229,OID21229,SUGT1,Q9Y2Z0,ONCOLOGY,1,Protein SGT1 homolog ,SUGT1,SUGT1
OID21524,OID21524,VEGFC,P49767,ONCOLOGY,1,Vascular endothelial growth factor C ,VEGFC,VEGFC
OID21302,OID21302,RP2,O75695,ONCOLOGY,1,Protein XRP2,RP2,RP2
OID21180,OID21180,SMAD1,Q15797,ONCOLOGY,1,Mothers against decapentaplegic homolog 1 ,SMAD1,SMAD1
OID21377,OID21377,GALNT7,Q86SF2,ONCOLOGY,1,N-acetylgalactosaminyltransferase 7 ,GALNT7,GALNT7
OID21499,OID21499,KLK1,P06870,ONCOLOGY,1,Kallikrein-1 ,KLK1,KLK1
OID21368,OID21368,CCN1,O00622,ONCOLOGY,1,CCN family member 1 ,CCN1,CCN1
OID21521,OID21521,SRC,P12931,ONCOLOGY,1,Proto-oncogene tyrosine-protein kinase Src ,SRC,SRC
OID21525,OID21525,DLL1,O00548,ONCOLOGY,1,Delta-like protein 1 ,DLL1,DLL1
OID21220,OID21220,TBL1X,O60907,ONCOLOGY,1,F-box-like/WD repeat-containing protein TBL1X ,TBL1X,TBL1X
OID21189,OID21189,UXS1,Q8NBZ7,ONCOLOGY,1,UDP-glucuronic acid decarboxylase 1 ,UXS1,UXS1
OID21188,OID21188,ADCYAP1R1,P41586,ONCOLOGY,1,Pituitary adenylate cyclase-activating polypeptide type I receptor ,ADCYAP1R1,ADCYAP1R1
OID21531,OID21531,MIA,Q16674,ONCOLOGY,1,Melanoma-derived growth regulatory protein ,MIA,MIA
OID21346,OID21346,RET,P07949,ONCOLOGY,1,Proto-oncogene tyrosine-protein kinase receptor Ret ,RET,RET
OID21355,OID21355,VPS37A,Q8NEZ2,ONCOLOGY,1,Vacuolar protein sorting-associated protein 37A ,VPS37A,VPS37A
OID21270,OID21270,TPMT,P51580,ONCOLOGY,1,Thiopurine S-methyltransferase ,TPMT,TPMT
OID21451,OID21451,EDA2R,Q9HAV5,ONCOLOGY,1,Tumor necrosis factor receptor superfamily member 27 ,EDA2R,EDA2R
OID21292,OID21292,LAT2,Q9GZY6,ONCOLOGY,1,Linker for activation of T-cells family member 2 ,LAT2,LAT2
OID21461,OID21461,SMOC1,Q9H4F8,ONCOLOGY,1,SPARC-related modular calcium-binding protein 1 ,SMOC1,SMOC1
OID21167,OID21167,NINJ1,Q92982,ONCOLOGY,1,Ninjurin-1 ,NINJ1,NINJ1
OID21400,OID21400,SCG2,P13521,ONCOLOGY,1,Secretogranin-2 ,SCG2,SCG2
OID21166,OID21166,RAD23B,P54727,ONCOLOGY,1,UV excision repair protein RAD23 homolog B ,RAD23B,RAD23B
OID21460,OID21460,DSG3,P32926,ONCOLOGY,1,Desmoglein-3 ,DSG3,DSG3
OID21523,OID21523,KLK10,O43240,ONCOLOGY,1,Kallikrein-10 ,KLK10,KLK10
OID21452,OID21452,LTA4H,P09960,ONCOLOGY,1,Leukotriene A-4 hydrolase ,LTA4H,LTA4H
OID21420,OID21420,PVALB,P20472,ONCOLOGY,1,Parvalbumin alpha,PVALB,PVALB
OID21498,OID21498,NT5E,P21589,ONCOLOGY,1,5'-nucleotidase ,NT5E,NT5E
OID21462,OID21462,WFDC12,Q8WWY7,ONCOLOGY,1,WAP four-disulfide core domain protein 12 ,WFDC12,WFDC12
OID21506,OID21506,SNAP29,O95721,ONCOLOGY,1,Synaptosomal-associated protein 29 ,SNAP29,SNAP29
OID21463,OID21463,ANGPT2,O15123,ONCOLOGY,1,Angiopoietin-2 ,ANGPT2,ANGPT2
OID21530,OID21530,LYPD3,O95274,ONCOLOGY,1,Ly6/PLAUR domain-containing protein 3 ,LYPD3,LYPD3
OID21202,OID21202,ARHGAP1,Q07960,ONCOLOGY,1,Rho GTPase-activating protein 1 ,ARHGAP1,ARHGAP1
OID21422,OID21422,HAVCR1,Q96D42,ONCOLOGY,1,Hepatitis A virus cellular receptor 1 ,HAVCR1,HAVCR1
OID21507,OID21507,FGFBP1,Q14512,ONCOLOGY,1,Fibroblast growth factor-binding protein 1 ,FGFBP1,FGFBP1
OID21243,OID21243,AGR3,Q8TD06,ONCOLOGY,1,Anterior gradient protein 3 ,AGR3,AGR3
OID21496,OID21496,TEK,Q02763,ONCOLOGY,1,Angiopoietin-1 receptor ,TEK,TEK
OID21445,OID21445,ARG1,P05089,ONCOLOGY,1,Arginase-1 ,ARG1,ARG1
OID21178,OID21178,ATP6AP2,O75787,ONCOLOGY,1,Renin receptor ,ATP6AP2,ATP6AP2
OID21214,OID21214,SLAMF8,Q9P0V8,ONCOLOGY,1,SLAM family member 8 ,SLAMF8,SLAMF8
OID21271,OID21271,FOXO3,O43524,ONCOLOGY,1,Forkhead box protein O3 ,FOXO3,FOXO3
OID21193,OID21193,FCRLB,Q6BAA4,ONCOLOGY,1,Fc receptor-like B ,FCRLB,FCRLB
OID21365,OID21365,RBP2,P50120,ONCOLOGY,1,Retinol-binding protein 2 ,RBP2,RBP2
OID21315,OID21315,LAG3,P18627,ONCOLOGY,1,Lymphocyte activation gene 3 protein ,LAG3,LAG3
OID21209,OID21209,FOPNL,Q96NB1,ONCOLOGY,1,LisH domain-containing protein FOPNL ,FOPNL,CEP20
OID21497,OID21497,KDR,P35968,ONCOLOGY,1,Vascular endothelial growth factor receptor 2 ,KDR,KDR
OID21361,OID21361,IQGAP2,Q13576,ONCOLOGY,1,Ras GTPase-activating-like protein IQGAP2,IQGAP2,IQGAP2
OID21510,OID21510,ERBB4,Q15303,ONCOLOGY,1,Receptor tyrosine-protein kinase erbB-4 ,ERBB4,ERBB4
OID21233,OID21233,FMR1,Q06787,ONCOLOGY,1,Synaptic functional regulator FMR1 ,FMR1,FMR1
OID21364,OID21364,TMPRSS15,P98073,ONCOLOGY,1,Enteropeptidase ,TMPRSS15,TMPRSS15
OID21239,OID21239,FLI1,Q01543,ONCOLOGY,1,Friend leukemia integration 1 transcription factor ,FLI1,FLI1
OID21200,OID21200,CCT5,P48643,ONCOLOGY,1,T-complex protein 1 subunit epsilon ,CCT5,CCT5
OID21230,OID21230,CHAC2,Q8WUX2,ONCOLOGY,1,Glutathione-specific gamma-glutamylcyclotransferase 2 ,CHAC2,CHAC2
OID21382,OID21382,VAT1,Q99536,ONCOLOGY,1,Synaptic vesicle membrane protein VAT-1 homolog ,VAT1,VAT1
OID21366,OID21366,CES2,O00748,ONCOLOGY,1,Cocaine esterase ,CES2,CES2
OID21348,OID21348,YES1,P07947,ONCOLOGY,1,Tyrosine-protein kinase Yes ,YES1,YES1
OID21192,OID21192,FEN1,P39748,ONCOLOGY,1,Flap endonuclease 1 ,FEN1,FEN1
OID21175,OID21175,HGS,O14964,ONCOLOGY,1,Hepatocyte growth factor-regulated tyrosine kinase substrate ,HGS,HGS
OID21288,OID21288,MPI,P34949,ONCOLOGY,1,Mannose-6-phosphate isomerase ,MPI,MPI
OID21205,OID21205,ZBTB16,Q05516,ONCOLOGY,1,Zinc finger and BTB domain-containing protein 16 ,ZBTB16,ZBTB16
OID21493,OID21493,TGFBR2,P37173,ONCOLOGY,1,TGF-beta receptor type-2 ,TGFBR2,TGFBR2
OID21351,OID21351,ICOSLG,O75144,ONCOLOGY,1,ICOS ligand ,ICOSLG,ICOSLG
OID21502,OID21502,ADAMTS8,Q9UP79,ONCOLOGY,1,A disintegrin and metalloproteinase with thrombospondin motifs 8 ,ADAMTS8,ADAMTS8
OID21447,OID21447,TACSTD2,P09758,ONCOLOGY,1,Tumor-associated calcium signal transducer 2 ,TACSTD2,TACSTD2
OID21379,OID21379,GCNT1,Q02742,ONCOLOGY,1,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase ",GCNT1,GCNT1
OID21441,OID21441,HS6ST1,O60243,ONCOLOGY,1,Heparan-sulfate 6-O-sulfotransferase 1 ,HS6ST1,HS6ST1
OID21254,OID21254,SLAMF6,Q96DU3,ONCOLOGY,1,SLAM family member 6 ,SLAMF6,SLAMF6
OID21372,OID21372,FAM3B,P58499,ONCOLOGY,1,Protein FAM3B ,FAM3B,FAM3B
OID21407,OID21407,KLK14,Q9P0G3,ONCOLOGY,1,Kallikrein-14 ,KLK14,KLK14
OID21196,OID21196,KIR2DL3,P43628,ONCOLOGY,1,Killer cell immunoglobulin-like receptor 2DL3 ,KIR2DL3,KIR2DL3
OID21250,OID21250,BAIAP2,Q9UQB8,ONCOLOGY,1,Brain-specific angiogenesis inhibitor 1-associated protein 2 ,BAIAP2,BAIAP2
OID21426,OID21426,CNTN2,Q02246,ONCOLOGY,1,Contactin-2 ,CNTN2,CNTN2
OID21434,OID21434,APEX1,P27695,ONCOLOGY,1,APEX nuclease,APEX1,APEX1
OID21256,OID21256,FUS,P35637,ONCOLOGY,1,RNA-binding protein FUS ,FUS,FUS
OID21454,OID21454,LEFTY2,O00292,ONCOLOGY,1,Left-right determination factor 2 ,LEFTY2,LEFTY2
OID21217,OID21217,BIRC2,Q13490,ONCOLOGY,1,Baculoviral IAP repeat-containing protein 2 ,BIRC2,BIRC2
OID21203,OID21203,RANGAP1,P46060,ONCOLOGY,1,Ran GTPase-activating protein 1 ,RANGAP1,RANGAP1
OID21456,OID21456,CRISP2,P16562,ONCOLOGY,1,Cysteine-rich secretory protein 2 ,CRISP2,CRISP2
OID21253,OID21253,MAP3K5,Q99683,ONCOLOGY,1,Mitogen-activated protein kinase kinase kinase 5 ,MAP3K5,MAP3K5
OID21347,OID21347,PPME1,Q9Y570,ONCOLOGY,1,Protein phosphatase methylesterase 1 ,PPME1,PPME1
OID21425,OID21425,SCLY,Q96I15,ONCOLOGY,1,Selenocysteine lyase ,SCLY,SCLY
OID21228,OID21228,CLEC6A,Q6EIG7,ONCOLOGY,1,C-type lectin domain family 6 member A ,CLEC6A,CLEC6A
OID21275,OID21275,ADAMTS15,Q8TE58,ONCOLOGY,1,A disintegrin and metalloproteinase with thrombospondin motifs 15 ,ADAMTS15,ADAMTS15
OID21303,OID21303,HS3ST3B1,Q9Y662,ONCOLOGY,1,Heparan sulfate glucosamine 3-O-sulfotransferase 3B1 ,HS3ST3B1,HS3ST3B1
OID21312,OID21312,IGSF3,O75054,ONCOLOGY,1,Immunoglobulin superfamily member 3 ,IGSF3,IGSF3
OID21432,OID21432,ACP6,Q9NPH0,ONCOLOGY,1,Lysophosphatidic acid phosphatase type 6 ,ACP6,ACP6
OID21409,OID21409,SLITRK2,Q9H156,ONCOLOGY,1,SLIT and NTRK-like protein 2,SLITRK2,SLITRK2
OID21322,OID21322,ST3GAL1,Q11201,ONCOLOGY,1,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1 ",ST3GAL1,ST3GAL1
OID21183,OID21183,PDGFC,Q9NRA1,ONCOLOGY,1,Platelet-derived growth factor C ,PDGFC,PDGFC
OID21376,OID21376,GPA33,Q99795,ONCOLOGY,1,Cell surface A33 antigen ,GPA33,GPA33
OID21331,OID21331,ARSB,P15848,ONCOLOGY,1,Arylsulfatase B ,ARSB,ARSB
OID21219,OID21219,STX6,O43752,ONCOLOGY,1,Syntaxin-6,STX6,STX6
OID21225,OID21225,PRKRA,O75569,ONCOLOGY,1,Interferon-inducible double-stranded RNA-dependent protein kinase activator A ,PRKRA,PRKRA
OID21408,OID21408,HSPB6,O14558,ONCOLOGY,1,Heat shock protein beta-6 ,HSPB6,HSPB6
OID21232,OID21232,TP53,P04637,ONCOLOGY,1,Cellular tumor antigen p53 ,TP53,TP53
OID21411,OID21411,FGF23,Q9GZV9,ONCOLOGY,1,Fibroblast growth factor 23 ,FGF23,FGF23
OID21328,OID21328,CD302,Q8IX05,ONCOLOGY,1,CD302 antigen ,CD302,CD302
OID21465,OID21465,HBEGF,Q99075,ONCOLOGY,1,Proheparin-binding EGF-like growth factor [Cleaved into: Heparin-binding EGF-like growth factor ,HBEGF,HBEGF
OID21464,OID21464,WIF1,Q9Y5W5,ONCOLOGY,1,Wnt inhibitory factor 1 ,WIF1,WIF1
OID21405,OID21405,CTSV,O60911,ONCOLOGY,1,Cathepsin L2 ,CTSV,CTSV
OID21380,OID21380,MSLN,Q13421,ONCOLOGY,1,Mesothelin ,MSLN,MSLN
OID21516,OID21516,PPY,P01298,ONCOLOGY,1,Pancreatic prohormone ,PPY,PPY
OID21284,OID21284,SERPINA9,Q86WD7,ONCOLOGY,1,Serpin A9 ,SERPINA9,SERPINA9
OID21352,OID21352,OMG,P23515,ONCOLOGY,1,Oligodendrocyte-myelin glycoprotein,OMG,OMG
OID21371,OID21371,GALNT10,Q86SR1,ONCOLOGY,1,Polypeptide N-acetylgalactosaminyltransferase 10 ,GALNT10,GALNT10
OID21455,OID21455,HDGF,P51858,ONCOLOGY,1,Hepatoma-derived growth factor ,HDGF,HDGF
OID21528,OID21528,CEACAM1,P13688,ONCOLOGY,1,Carcinoembryonic antigen-related cell adhesion molecule 1 ,CEACAM1,CEACAM1
OID21403,OID21403,TRIAP1,O43715,ONCOLOGY,1,TP53-regulated inhibitor of apoptosis 1 ,TRIAP1,TRIAP1
OID21290,OID21290,LPCAT2,Q7L5N7,ONCOLOGY,1,Lysophosphatidylcholine acyltransferase 2 ,LPCAT2,LPCAT2
